Sentence_id,text,label
27929,I've been -- Ann was with someone just the other day that was just weeping about not being able to get work.,0
2446,"So at Cleveland Clinic, one of the best health care systems in the world, they actually provide great care cheaper than average.",1
1712,"We've got a program called Race to the Top that has prompted reforms in 46 states around the country, raising standards, improving how we train teachers.",1
2452,"And the fact of the matter is that, when Obamacare is fully implemented, we're going to be in a position to show that costs are going down.",0
1694,My plan has five basic parts.,0
27657,It was higher when I came into office.,1
1988,"... talked about Medicaid and how we could send it back to the states, but effectively this means a 30 percent cut in the primary program we help for seniors who are in nursing homes, for kids who are with disabilities.",1
2501,"It just reminds me of, you know, he says that he's going to close deductions and loopholes for his tax plan.",0
27038,"And so what I've done throughout my presidency and will continue to do is, number one, make sure that these countries are supporting our counterterrorism efforts.",0
9535,"Along with what he also wants to do in terms of eliminating the estate tax, along what he wants to do in terms of corporates, changes in the tax code, it costs about $5 trillion.",1
2190,"The idea, which was originally presented by Congressman Ryan, your running mate, is that we would give a voucher to seniors and they could go out in the private marketplace and buy their own health insurance.",1
2563,"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.",1
9374,The price of electricity is up.,1
1713,"So now I want to hire another 100,000 new math and science teachers, and create 2 million more slots in our community colleges so that people can get trained for the jobs that are out there right now.",0
2328,"But in the past, Governor Romney has said he just want to repeal Dodd- Frank, roll it back.",1
27246,The president said by now we'd be a 5.4 percent unemployment.,1
9483,The only reason it's not happening is because Governor Romney's allies in Congress have held the 98 percent hostage because they want tax breaks for the top 2 percent.,1
2197,"So, I don't think vouchers are the right way to go.",0
9758,"I said that we would put in place health care reform to make sure that insurance companies can't jerk you around and if you don't have health insurance, that you'd have a chance to get affordable insurance, and I have.",1
9212,"Candy, what Governor Romney said just isn't true.",0
27668,Then you have the military and then you have the civilian government.,0
27729,"In fact, just recently steelworkers in Ohio and throughout the Midwest -- Pennsylvania -- are in a position now to sell steel to China because we won that case.",1
2395,You keep your own insurance.,0
9870,"I also think that we should give visas to people -- green cards, rather, to people who graduate with skills that we need.",0
10182,We're not going to eliminate everybody who is mentally disturbed and we have got to make sure they don't get weapons.,0
27622,"Well, we're going to be finished by 2014, and when I'm president, we'll make sure we bring our troops out by the end of 2014.",0
10102,I'm happy to have a longer conversation --,0
27466,His words amount to genocide incitation.,0
10338,I care about our kids.,0
10244,"Don't forget, what's key to bringing back jobs here is not just finding someone else to punish, and I'm going to be strict with people who we trade with to make sure they -- they follow the law and play by the rules, but it's also to make America the most attractive place in the world for businesses of all kinds.",1
27267,New business formation is down to the lowest level in 30 years under this administration.,1
27162,"I wish that, looking back at the beginning of the president's term and even further back than that, that we'd have recognized that there was a growing energy and passion for freedom in that part of the world, and that we would have worked more aggressively with our friend and with other friends in the region to have them make the transition towards a more representative form of government, such that it didn't explode in the way that it did.",0
2163,"Actually just going to them and saying, ""We're going to reduce the rates you get paid across the board, everybody's going to get a lower rate.""",1
2439,And Governor Romney at the beginning of this debate wrote and said what we did in Massachusetts could be a model for the nation.,0
2091,It's time to end it.,0
10292,We can compete with anyone in the world as long as the playing field is level.,0
2639,"All right, I'm not going to cut education funding.",0
9966,"Mr. President, have you looked at your pension?",0
2092,"And in one year, you provided $90 billion in breaks to the green energy world.",1
2093,"Now, I like green energy as well, but that's about 50 years' worth of what oil and gas receives.",1
27919,Twenty-three million Americans still struggling to find a good job.,1
9495,I think what grows the economy is when we make sure small businesses are getting a tax credit for hiring veterans who fought for our country.,0
2595,We know that the path we're taking is not working.,0
2490,That's explicitly prohibited in the law.,1
2189,"For -- so if you're -- if you're 54 or 55, you might want to listen 'cause this -- this will affect you.",1
9302,And very little of what Governor Romney just said is true.,0
27770,"They're stealing our intellectual property, our patents, our designs, our technology, hacking into our computers, counterfeiting our goods.",1
10036,"And I am ultimately responsible for what's taking place there because these are my folks, and I'm the one who has to greet those coffins when they come home.",0
1672,"Now, it ultimately is going to be up to the voters -- to you -- which path we should take.",0
2343,It's one of the reasons for the great financial calamity we had.,0
10178,"The -- first of all, I think Governor Romney was for an assault weapons ban before he was against it.",1
2201,"And ironically, if you repeal Obamacare, and I have become fond of this term, ""Obamacare,"" if you repeal it, what happens is those seniors right away are going to be paying $600 more in prescription care.",1
10027,"While we were still dealing with our diplomats being threatened, Governor Romney put out a press release, trying to make political points, and that's not how a commander in chief operates.",1
27481,"And we hope that their leadership takes the right decision, but the deal we'll accept is they end their nuclear program.",0
9648,"Now, there are some other issues that have a bearing on how women succeed in the workplace.",0
9589,"And it's Katherine Fenton, who has a question for you.",0
2705,"And, you know, yes, have we had some fights between me and the Republicans when -- when they fought back against us reining in the excesses of Wall Street?",0
1715,"When it comes to our tax code, Governor Romney and I both agree that our corporate tax rate is too high, so I want to lower it, particularly for manufacturing, taking it down to 25 percent.",1
10372,I believe that the free enterprise system is the greatest engine of prosperity the world's ever known.,0
2326,"Now, Governor Romney has said he wants to repeal Dodd-Frank.",1
27763,We'll also make sure that we have trade relations with China that work for us.,0
1873,But those businesses that are in the last 3 percent of businesses happen to employ half -- half of all the people who work in small business.,1
2388,"It wasn't just that this was the biggest driver of our federal deficit, our overall health care costs, but it was families who were worried about going bankrupt if they got sick, millions of families, all across the country.",1
2009,"If you're re-elected, we'll get to a trillion-dollar debt.",1
2018,"Well, the economy is still growing slow.",1
27064,"But we also have to recognize that, you know, for us to get more entangled militarily in Syria is a serious step, and we have to do so making absolutely certain that we know who we are helping; that we're not putting arms in the hands of folks who eventually could turn them against us or allies in the region.",0
27705,"And what we've also done is engaged these governments in the kind of reforms that are actually going to make a difference in people's lives day to day, to make sure that their governments aren't corrupt, to make sure that they're treating women with the kind of respect and dignity that every nation that succeeds has shown and to make sure that they've got a free market system that works.",1
10368,I served as governor and showed I could get them done.,1
27403,But I think Governor Romney maybe hasn't spent enough time looking at how our military works.,0
2469,"But, number one, preexisting conditions are covered under my plan.",1
10297,They hack into our computers.,1
9652,"In my health care bill, I said insurance companies need to provide contraceptive coverage to everybody who is insured.",1
2104,I have no idea what you're talking about.,0
26966,"But just a few weeks ago, you said you think we should have more troops in Iraq right now.",1
2427,"Right now, the CBO says up to 20 million people will lose their insurance as Obamacare goes into effect next year.",1
2626,Let me just say one final example.,0
26910,"Of course we see in Syria, 30,000 civilians having been killed by the military there.",1
2604,The federal government can get local and -- and state schools to do a better job.,0
9695,"I mean for instance, we can now, by virtue of new technology actually get all the energy we need in North America without having to go to the -- the Arabs or the Venezuelans or anyone else.",1
2255,Let's get back to Medicare.,0
9595,"She never got a college education, even though she was smart as a whip.",0
9194,"If the -- the unemployment rate was 7.8 percent when he took office, it's 7.8 percent now.",1
27130,And we need to make sure they have the arms they need to carry out the very important role which is getting rid of Assad.,0
9459,And I want to help people in the middle-class.,0
2749,In my view that's going to mean a whole different way of life for people who counted on the insurance plan they had in the past.,0
26971,"You said that, first, we should not have a timeline in Afghanistan.",1
2460,"In fact, it's estimated that by repealing Obamacare, you're looking at 50 million people losing health insurance...",1
26938,"Well, my strategy is pretty straightforward, which is to go after the bad guys, to make sure we do our very best to interrupt them, to -- to kill them, to take them out of the picture.",0
1730,"First of all, I don't have a $5 trillion tax cut.",1
27457,But it's good that we have them.,0
27716,And they don't have the same capacities to attack the U.S. homeland and our allies as they did four years ago.,1
2425,We didn't put in place a board that can tell people ultimately what treatments they're going to receive.,1
2081,But they're not creative enough to make up for 30 percent of revenue on something like Medicaid.,0
10346,I served as a pastor in my congregation for about 10 years.,0
1973,That's the largest cut in the discretionary domestic budget since Dwight Eisenhower.,1
2566,And as a consequence we'll have a better trained workforce and that will create jobs because companies want to locate in places where we've got a skilled workforce.,0
9821,"When he took office, 32 million people were on food stamps.",1
26944,"The right course for us is to make sure that we go after the -- the people who are leaders of these various anti-American groups and these -- these jihadists, but also help the Muslim world.",0
9152,I know what it takes to make sure that you have the kind of opportunity you deserve.,0
9517,We can get this economy going again.,0
9203,"And I know he keeps saying, you want to take Detroit bankrupt.",0
1719,"But I also believe that we've got to look at the energy sources of the future, like wind and solar and biofuels, and make those investments.",0
10098,The ambassador of the United Nations went on the Sunday television shows and spoke about how --,0
2005,You said you'd cut the deficit in half.,1
9134,"I can't begin to pay back my student loans.""",0
1844,"So at the same time that my tax plan has already lowered taxes for 98 percent of families, I also lowered taxes for small businesses 18 times.",1
2109,What we do have right now is a setting where I'd like to bring money from overseas back to this country.,0
9506,"And why do I want to bring rates down, and at the same time lower exemptions and deductions, particularly for people at the high end?",0
27490,It's because we got everybody to agree that Iran is seeing so much pressure.,0
2237,"And when you move to a voucher system, you are putting seniors at the mercy of those insurance companies.",0
9444,So I want to get some relief to middle-income families.,0
1849,"Under -- under my plan, 97 percent of small businesses would not see their income taxes go up.",0
27377,We cut taxes 19 times and balanced our budget.,1
27675,We had to go in there to get Osama bin Laden.,0
9403,So I get the last question -- last answer --,0
26961,"And, of course, Iran on the path to a nuclear weapon, we've got real (inaudible).",1
9255,"We've got potentially 600,000 jobs and 100 years worth of energy right beneath our feet with natural gas.",1
10340,"I spent my life in the private sector, not in government.",0
10349,"And as governor of my state, I was able to get 100 percent of my people insured, all my kids, about 98 percent of the adults.",1
9813,"And if Obamacare is passed, or implemented -- it's already been passed -- if it's implemented fully, it'll be another $2,500 on top.",1
2556,And when it comes to education what I've said is we've got to reform schools that are not working.,1
10055,This was an attack by terrorists.,1
2040,"Look, the revenue I get is by more people working, getting higher pay, paying more taxes.",1
2655,I don't want to cut our commitment to education.,0
2193,"But there's still a problem, because what happens is, those insurance companies are pretty clever at figuring out who are the younger and healthier seniors.",0
9245,We have seen increases in coal production and coal employment.,1
2195,"And every health care economist that looks at it says, over time, what'll happen is the traditional Medicare system will collapse.",0
27949,And now you've got a choice.,0
10238,And manufacturers here in the U.S. making the same products can't compete.,1
2177,"And with regards to young people coming along, I've got proposals to make sure Medicare and Social Security are there for them without any question.",0
27536,And we are going to continue to keep the pressure on to make sure that they do not get a nuclear weapon.,0
1723,"And this is where there's a difference, because Governor Romney's central economic plan calls for a $5 trillion tax cut -- on top of the extension of the Bush tax cuts -- that's another trillion dollars -- and $2 trillion in additional military spending that the military hasn't asked for.",1
9791,I think you know better.,0
27037,"Now, it is absolutely true that we cannot just meet these challenges militarily.",0
27000,That was something I concurred with...,1
27584,"I see our influence receding, in part because of the failure of the president to deal with our economic challenges at home; in part because of our withdrawal from our commitment to our military in the way I think it ought to be; in part because of the -- the -- the turmoil with Israel.",0
2473,"But let's come back to something the president and I agree on, which is the key task we have in health care is to get the cost down so it's more affordable for families.",0
9258,"Now, Governor Romney will say he's got an all-of-the-above plan, but basically his plan is to let the oil companies write the energy policies.",1
9453,"But your rate comes down and the burden also comes down on you for one more reason, and that is every middle-income taxpayer no longer will pay any tax on interest, dividends or capital gains.",1
2613,"So when Governor Romney indicates that he wants to cut taxes and potentially benefit folks like me and him, and to pay for it we're having to initiate significant cuts in federal support for education, that makes a difference.",1
9548,"And -- and what's at stake here is one of two things, either Candy -- this blows up the deficit because keep in mind, this is just to pay for the additional spending that he's talking about, $7 trillion - $8 trillion before we even get to the deficit we already have.",1
1705,"The president has a view very similar to the view he had when he ran four years, that a bigger government, spending more, taxing more, regulating more -- if you will, trickle-down government -- would work.",1
2141,"She had worked all her life, put in this money, and understood that there was a basic guarantee, a floor under which she could not go.",0
27655,The first lady has done great work with an organization called Joining Forces putting our veterans back to work.,1
27353,"Now, keep in mind that our military spending has gone up every single year that I've been in office.",1
9975,You also have investments through a Cayman's trust.,1
26934,"Got rid of a despot who had killed Americans and as a consequence, despite this tragedy, you had tens of thousands of Libyans after the events in Benghazi marching and saying America is our friend.",1
9524,"And finally, championing small business.",0
27240,He's praised George Bush as a good economic steward and Dick Cheney as somebody who's -- who shows great wisdom and judgment.,0
2518,He said he was going to lower tax rates.,1
9503,"The top 5 percent will continue to pay 60 percent, as they do today.",1
27451,"And crippling sanctions are something I called for five years ago, when I was in Israel, speaking at the Herzliya Conference.",1
27270,"First of all, Governor Romney talks about small businesses.",0
27282,"Now, Governor Romney, when you were asked by teachers whether or not this would help the economy grow, you said this isn't going to help the economy grow.",1
27077,We don't want to get drawn into a military conflict.,0
9297,"This is about bringing good jobs back for the middle class of America, and that's what I'm going to do.",0
2630,"And as a consequence, what we've been able to do is to provide millions more students assistance, lower or keep low interest rates on student loans.",1
9139,"If you graduated in the top quarter of your airlines, we gave you a John and Abigail Adams scholarship, four years tuition free in the college of your choice in Massachusetts, it's a public institution.",1
27006,"You thought it should have been 5,000 troops...",1
2276,You can't have a free market work if you don't have regulation.,0
9247,We've also got to look to the future.,0
9713,"I want regulators to see their job as encouraging small enterprise, not crushing it.",0
9836,"Median income is down $4,300 a family and 23 million Americans out of work.",1
1663,"Over the last 30 months, we've seen 5 million jobs in the private sector created.",1
10150,"But gosh to tell our kids that before they have babies, they ought to think about getting married to someone, that's a great idea.",0
9636,"What we can do to help young women and women of all ages is to have a strong economy, so strong that employers that are looking to find good employees and bringing them into their workforce and adapting to a flexible work schedule that gives women opportunities that they would otherwise not be able to afford.",1
9200,"And one thing that the president said, which I want to make sure that we understand, he said that I said we should take Detroit bankrupt.",1
2400,And it also says that you're going to have to get rebates if insurance companies are spending more on administrative costs and profits than they are on actual care.,1
9910,Part of the Arizona law said that law enforcement officers could stop folks because they suspected maybe they looked like they might be undocumented workers and check their papers.,1
27968,I'm excited about our prospects as a nation.,0
26928,"In addition, we're now able to transition out of Afghanistan in a responsible way, making sure that Afghans take responsibility for their own security.",0
1968,"When I walked into the Oval Office, I had more than a trillion-dollar deficit greeting me.",1
2697,That's how we cut a trillion dollars of spending that wasn't advancing that cause.,1
9541,"But when he's asked, how are you going to do it, which deductions, which loopholes are you going to close?",0
9782,...the choice in this election is going to be whose promises are going to be more likely to help you in your life?,0
1782,And that's exactly what I did.,1
10209,But this will make a difference in terms of whether or not we can move this economy forward for these young people...,0
27373,"If you didn't balance your budget, you went out of business.",0
9606,"Earlier, Governor Romney talked about he wants to make Pell Grants and other education accessible for young people.",1
2138,"She worked her way up, only had a high school education, started as a secretary, ended up being the vice president of a local bank.",0
27072,It's their route to the sea.,0
27345,"But the military -- let's get back to the military, though.",0
1696,That creates about 4 million jobs.,1
2008,The CBO says we'll have a trillion-dollar deficit each of the next four years.,1
10130,They're using cheap hand guns.,1
27846,...I would liquidate the industry.,0
2437,This was a bipartisan idea.,1
27332,You look at how we get to a balanced budget within eight to 10 years.,0
1915,My priority is putting people back to work in America.,0
27299,"While I was governor, I was proud that our fourth graders came out number one of all 50 states in English, and then also in math.",1
9801,"He said he would have by now put forward a plan to reform Medicare and Social Security, because he pointed out they're on the road to bankruptcy.",1
2056,"Basically, they get deductions that those small businesses that Governor Romney refers to, they don't get.",1
9510,Fifty-four percent of America's workers work in businesses that are taxed as individuals.,1
27591,But just a few years ago you said that's something you'd never do.,1
2370,"And as a matter of fact, when the president ran for office, he said that, by this year, he would have brought down the cost of insurance for each family by $2,500 a family.",1
9256,And we can do it in an environmentally sound way.,0
27593,"In the same way that you say you would have ended the war in Iraq, but recently gave a speech saying that we should have 20,000 more folks in there.",1
26911,"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.",1
2627,"When it comes to making college affordable, whether it's two-year or four-year, one of the things that I did as president was we were sending $60 billion to banks and lenders as middlemen for the student loan program, even though the loans were guaranteed.",1
27557,"Which is why as president, we funded an Iron Dome program to stop those missiles.",1
27464,"Secondly, I'd take on diplomatic isolation efforts.",0
27039,"Number two, make sure that they are standing by our interests in Israel's security, because it is a true friend and our greatest ally in the region.",0
2436,Governor Romney said this has to be done on a bipartisan basis.,0
9359,You'll get your chance in a moment.,0
27368,"It's driven by, what are we going to need to keep the American people safe?",0
27456,I would have put them in place earlier.,0
27690,"But let me also note that as I said earlier, we're going to have to do more than just going after leaders and -- and killing bad guys, important as that is.",0
27188,"But unfortunately, in -- nowhere in the world is America's influence greater today than it was four years ago.",1
26929,And that allows us also to rebuild alliances and make friends around the world to combat future threats.,0
9223,You can ship jobs overseas and get tax breaks for it.,1
27912,Those are the kinds of choices that the American people face right now.,1
26980,And -- and attacking me is not an agenda.,0
1855,And I think that would be a mistake.,0
27596,"But when you were a candidate in 2008, as I was, and I said if I got bin Laden in our sights I would take that shot, you said we shouldn't move heaven and earth to get one man.",1
10242,So we're going to make sure that people we trade with around the world play by the rules.,0
27133,"Well, I'll -- I'll be very quick.",0
2432,"They put out a plan, a bipartisan plan.",1
27838,That's the height of silliness...,0
1777,"And I -- and to do that, that also means I cannot reduce the burden paid by high-income Americans.",0
2148,"And using that money, we were actually able to lower prescription drug costs for seniors by an average of $600, and we were also able to make a -- make a significant dent in providing them the kind of preventive care that will ultimately save money through the -- throughout the system.",1
1789,And he is saying that he is going to pay for it by closing loopholes and deductions.,1
27544,"And by the way, they noticed that you skipped Israel.",0
1978,"And the way we do it is $2.50 for every cut, we ask for $1 of additional revenue, paid for, as I indicated earlier, by asking those of us who have done very well in this country to contribute a little bit more to reduce the deficit.",1
10030,And people -- not everybody agrees with some of the decisions I've made.,0
27922,"When you came to office, just over $10 trillion in debt, now $16 trillion in debt.",1
9827,"But the policies he's put in place from Obamacare to Dodd-Frank to his tax policies to his regulatory policies, these policies combined have not let this economy take off and grow like it could have.",1
2619,And one of the things I suspect Governor Romney and I probably agree on is getting businesses to work with community colleges so that they're setting up their training programs...,0
27063,"This -- what we're seeing taking place in Syria is heartbreaking, and that's why we are going to do everything we can to make sure that we are helping the opposition.",0
27279,And they're starting to finally make progress.,0
27529,"And the fact is, while we were coordinating an international coalition to make sure these sanctions were effective, you were still invested in a Chinese state oil company that was doing business with the Iranian oil sector.",1
2088,"First of all, the Department of Energy has said the tax break for oil companies is $2.8 billion a year.",1
27515,"Now there are some 10,000 centrifuges spinning uranium, preparing to create a nuclear threat to the United States and to the world.",1
27921,"Today, 47 million people on food stamps.",1
2646,"$90 billion, that would have -- that would have hired 2 million teachers.",1
27068,"Well, let's step back and talk about what's happening in Syria and how important it is.",0
27100,And we are making sure that those we help are those who will be friends of ours in the long term and friends of our allies in the region over the long term.,0
27889,"You were very clear that you would not provide, government assistance to the U.S. auto companies, even if they went through bankruptcy.",1
27868,So I want to make sure that we make -- we make America more competitive.,0
27637,"So for me, I look at this as both a need to help move Pakistan in the right direction, and also to get Afghanistan to be ready, and they will be ready by the end of 2014.",0
27439,And they have said that they want to see Israel wiped off the map.,1
27390,I want to make sure that we have the ships that are required by our Navy.,0
27713,And we want to shrink those groups and those networks and we can do that.,0
27778,So it's pretty clear who doesn't want a trade war.,0
1781,"Now, four years ago, when I stood on this stage, I said that I would cut taxes for middle-class families.",1
1771,People in the coal industry feel like it's getting crushed by your policies.,1
27903,"People can look it up, you're right.",0
9696,"That wasn't true in his time, that's why my policy starts with a very robust policy to get all that energy in North America -- become energy secure.",0
27369,"That's exactly what our budget does, and it also then allows us to reduce our deficit, which is a significant national security concern.",1
2010,"I mean, you have said before you'd cut the deficit in half.",1
1685,I've had the occasion over the last couple of years of meeting people across the country.,0
9722,"We were losing 800,000 jobs a month when I started.",1
9724,"Now, we've seen 30 consecutive -- 31 consecutive months of job growth; 5.2 million new jobs created.",1
9291,"Because our energy is low cost, that are already beginning to come back because of our abundant energy.",1
2602,But the federal government also can play a very important role.,0
1665,And housing has begun to rise.,1
9372,"When the president took office, the price of gasoline here in Nassau County was about $1.86 a gallon.",1
1995,"Simpson-Bowles, the president should have grabbed that.",0
2419,"What we did in a legislature 87 percent Democrat, we worked together; 200 legislators in my legislature, only two voted against the plan by the time we were finished.",1
9625,"But number two, because I recognized that if you're going to have women in the workforce that sometimes you need to be more flexible.",0
9568,"We've gone from $10 trillion of national debt, to $16 trillion of national debt.",1
26954,"But what's been happening over the last couple of years is, as we've watched this tumult in the Middle East, this rising tide of chaos occur, you see Al Qaida rushing in, you see other jihadist groups rushing in.",1
27432,Their currency has dropped 80 percent.,1
9817,The entire record is such that the unemployment has not been reduced in this country.,1
27831,"I said that we would provide guarantees, and -- and that was what was able to allow these companies to go through bankruptcy, to come out of bankruptcy.",1
9394,That's not an energy strategy for the future.,0
9133,They're just barely enough to pay for my food and pay for an apartment.,0
27708,"One thing I think Americans should be proud of, when Tunisians began to protest, this nation -- me, my administration -- stood with them earlier than just about any country.",1
27175,Former chief of the -- Joint Chiefs of Staff said that -- Admiral Mullen said that our debt is the biggest national security threat we face.,1
27969,I want to see peace.,0
27256,"As a matter of fact, Latin America's economy is almost as big as the economy of China.",1
27440,So the work that we've done with respect to sanctions now offers Iran a choice.,1
27605,"And I make that point because that's the kind of clarity of leadership, and those decisions are not always popular.",0
9723,But we had been digging our way out of policies that were misplaced and focused on the top doing very well and middle class folks not doing well.,1
27551,"And when I went to Israel as a candidate, I didn't take donors.",1
2334,That's why I'd have regulation.,0
10058,"Consider the distance between ourselves and -- and Israel, the president said that -- that he was going to put daylight between us and Israel.",0
26991,"And I'm certainly not going to say to him, I'll give you more flexibility after the election.",0
9799,This was the president's plan.,0
27156,"You know, one of the challenges over the last decade is we've done experiments in nation building in places like Iraq and Afghanistan and we've neglected, for example, developing our own economy, our own energy sectors, our own education system.",0
9248,That's why we doubled fuel efficiency standards on cars.,1
2605,"My own view, by the way, is I've added to that.",0
27907,"Cutting our education budget, that's not a smart choice.",0
9935,Four years ago you said in your first year you would file legislation.,1
9464,"A recent study has shown the people in the middle-class will see $4,000.00 per year in higher taxes as a result of the spending and borrowing of this administration.",1
27588,... the damage in his -- in his own party.,0
26955,And -- and they're throughout many nations in the Middle East.,0
27174,"When the -- when the president of Iraq -- excuse me, of Iran, Ahmadinejad, says that our debt makes us not a great country, that's a frightening thing.",0
9727,That's what took us from surplus to deficit.,1
27642,And we are now in a position where we have met many of the objectives that got us there in the first place.,0
27920,When you came to office 32 million people on food stamps.,1
27972,We have an opportunity to have real leadership.,0
27215,I will not cut our military budget.,0
10387,That's what I've been doing for the last four years.,0
2491,"But let's go back to what Governor Romney indicated, that under his plan, he would be able to cover people with preexisting conditions.",1
27632,They'll have more than Great Britain sometime in the -- in the relatively near future.,0
1820,"And number three, I will not under any circumstances raise taxes on middle-income families.",0
9943,But I'm not in favor of rounding up people and -- and -- and taking them out of this country.,0
2155,"So if you're 60 or around 60 or older, you don't need to listen any further.",0
9879,"So for instance, I would not give driver's licenses to those that have come here illegally as the president would.",1
27830,You did not say that you would provide government help.,1
9700,I want to add more free trade agreements so we'll have more trade.,0
9251,And all these things have contributed to us lowering our oil imports to the lowest levels in 16 years.,1
10291,The answer is very straightforward.,0
27731,And we put a stop to it and as a consequence saved jobs throughout America.,1
27163,"But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support.",0
9250,That's why we doubled clean -- clean energy production like wind and solar and biofuels.,1
9319,"In the last four years, you cut permits and licenses on federal land and federal waters in half.",1
2559,"What we've said is to states, we'll give you more money if you initiate reforms.",1
27313,That happened before you came into office.,0
27336,And that one doesn't sound good and it's not affordable.,0
10026,Now Governor Romney had a very different response.,0
10295,"Number two, by stealing our intellectual property; our designs, our patents, our technology.",0
26959,We want -- we want to make sure that we're seeing progress throughout the Middle East.,0
10033,"I said that we'd go after al-Qaeda and bin Laden, we have.",1
2587,But we also believe in maintaining for individuals the right to pursue their dreams and not to have the government substitute itself for the rights of free individuals.,0
27527,"And every fact checker and every reporter who's looked at it, Governor, has said this is not true.",1
9327,"Governor Romney, here's what we did.",0
2422,You've raised them by $1 trillion under Obamacare.,1
1741,I'll call it the economy tax.,0
2570,"Massachusetts, our schools are ranked number one of all 50 states.",1
2139,And she ended up living alone by choice.,0
2336,That's one of the unintended consequences of Dodd-Frank.,1
9214,And we would have lost a million jobs.,1
2208,And the president supports taking $716 billion out of that program.,1
10167,"Well, Candy, actually, in my state, the pro-gun folks and the anti-gun folks came together and put together a piece of legislation.",1
9416,I'm going to make sure --,0
2760,The secretary of defense has said these would be even devastating.,1
9284,"People grabbed my arms and said, ""Please save my job.""",0
27853,"This is not research, Mr President, these are the government investing in companies.",0
27259,"Number three, we're going to have to have training programs that work for our workers and schools that finally put the parents and the teachers and the kids first, and the teachers' unions going to have to go behind.",0
2607,"So all federal funds, instead of going to the -- to the state or to the school district, I'd have go, if you will, follow the child and let the parent and the child decide where to send their -- their -- their student.",0
9377,"And part of that is bringing in a pipeline of oil from Canada, taking advantage of the oil and coal we have here, drilling offshore in Alaska, drilling offshore in Virginia where the people want it.",0
2534,That's part of my health care plan.,1
10283,"And as far as currency manipulation, the currency has actually gone up 11 percent since I've been president because we have pushed them hard.",1
1874,Those are the businesses that employ one-quarter of all the workers in America.,1
2000,"If you wanted to make some adjustments to it, take it, go to Congress, fight for it.",0
9760,"We've created five million jobs, and gone from 800 jobs a month being lost, and we are making progress.",1
2634,It's how we're going to grow this economy over the long term.,0
27509,"And then the president began what I have called an apology tour, of going to various nations in the Middle East and criticizing America.",1
2102,"The second topic, which is you said you get a deduction for taking a plant overseas.",0
9881,"Now when the president ran for office, he said that he'd put in place, in his first year, a piece of legislation -- he'd file a bill in his first year that would reform our -- our immigration system, protect legal immigration, stop illegal immigration.",1
9570,This puts us on a road to Greece.,0
27404,"You mentioned the Navy, for example, and that we have fewer ships than we did in 1916.",1
27760,"It's not my term, it's the president's own Secretary of Defense, called them devastating.",1
27807,And we're organizing trade relations with countries other than China so that China starts feeling more pressure about meeting basic international standards.,1
27928,"I met a young woman in -- in Philadelphia who's coming out of -- out of college, can't find work.",1
10267,"Now, Governor Romney actually wants to expand those tax breaks.",1
9376,"I will fight to create more energy in this country, to get America energy secure.",0
27644,"We went because there were people who were responsible for 3,000 American deaths.",1
2717,And yet my faith and confidence in the American future is undiminished.,0
27124,"We should have taken a leading role, not militarily, but a leading role organizationally, governmentally to bring together the parties; to find responsible parties.",0
2392,"So we did work on this, alongside working on jobs, because this is part of making sure that middle-class families are secure in this country.",1
1941,And you could never quite get the job done.,0
2371,"Instead, it's gone up by that amount.",1
27430,I made that clear when I came into office.,1
10145,But let me mention another thing.,0
10155,"Which was a program under this administration, and how it worked exactly I think we don't know precisely, where thousands of automatic, and AK-47 type weapons were -- were given to people that ultimately gave them to -- to drug lords.",1
9313,"Oil production is up, natural gas production is up, and, most importantly, we're also starting to build cars that are more efficient.",1
27429,"But to the issue of Iran, as long as I'm president of the United States Iran will not get a nuclear weapon.",1
2625,"That makes a big difference, but that requires some federal support.",1
2429,"So for those reasons, for the tax, for Medicare, for this board, and for people losing their insurance, this is why the American people don't want Medicare -- don't want Obamacare.",1
27231,We've cut our oil imports to the lowest level in two decades because we've developed oil and natural gas.,1
9600,And this is one of the reasons why one of the first -- the first bill I signed was something called the Lily Ledbetter bill.,0
27789,And then we noticed that there was more than one with that same serial number.,0
9634,"We're still down 580,000 jobs.",1
10022,"So as soon as we found out that the Benghazi consulate was being overrun, I was on the phone with my national security team and I gave them three instructions.",0
9192,The president's policies have been exercised over the last four years and they haven't put Americans back to work.,1
9481,"And that means 98 percent of American families, 97 percent of small businesses, they will not see a tax increase.",1
2614,"You know, his -- his running mate, Congressman Ryan, put forward a budget that reflects many of the principles that Governor Romney's talked about.",1
1959,"Number two, I'll take programs that are currently good programs but I think could be run more efficiently at the state level and send them to the state.",0
27088,"But I believe -- we want to make sure that we have the relationships of friendship with the people that take his place, steps that in the years to come we see Syria as a -- as a friend, and Syria as a responsible party in the Middle East.",0
9974,You also have investments outside the United States.,1
1846,"But I have said that for incomes over $250,000 a year, that we should go back to the rates that we had when Bill Clinton was president, when we created 23 million new jobs, went from deficit to surplus, and created a whole lot of millionaires to boot.",1
9389,I'm all for oil production.,0
9871,"People around the world with accredited degrees in science and math get a green card stapled to their diploma, come to the U.S. of A.",1
